"id","PID","ucivit_id","date/time","age","gender","education","alarm","fire","fractions","percent","tip","shirt","newspaper","prob1","prob2","howoften","input1","input2","input3","input4","input5","input6","sub_n1","sub_n2","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","correct_answer","given_answer","numerical_format","condition","correctness","bias_error","answer1","answer2","amazon_codex"
"100","100","d981ea064d2441cd","2018-08-02 07:20:55.870436","25","f","3","5","4","5","6","6","6","6","6","6","1","6","9","11","NA","NA","NA","5.75","4.75","5.25","0.06","0.1","0.09","0.5","0.11","0.27","0.171","0.12","probability","2","0","0.153814864344529","12","NA","6EK8ME"
"101","100","","2018-08-02 07:23:58.030396","44","m","4","2","1","5","6","4","6","3","5","1","3","20","100","100","NA","NA","NA","5.25","3.0","4.13","0.2","0.1","1.0","0.5","1.0","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","S4GV3X"
"102","102","","2018-08-02 07:40:39.197629","25","f","3","3","3","1","1","4","1","2","5","2","3","20","20","20","NA","NA","NA","1.75","3.0","2.38","0.2","0.1","0.2","0.5","0.2","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","QM72KZ"
"103","103","4087ab8f5e7ae81c","2018-08-02 07:44:13.025731","25","f","3","3","2","5","6","5","6","5","5","5","1","50","40","10","NA","NA","NA","5.5","4.0","4.75","0.5","0.1","0.4","0.5","0.1","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","KUWSP6"
"104","104","046ccb5578cc5f5f","2018-08-02 07:50:13.927127","21","f","3","4","3","4","4","4","3","5","3","3","3","5","12","15","NA","NA","NA","3.75","3.5","3.63","0.05","0.1","0.12","0.5","0.15","0.27","0.171","0.3","probability","2","0","0.244125144327509","30","NA","TG1R9S"
"105","105","","2018-08-02 07:59:12.947944","37","f","3","3","3","4","3","2","3","5","4","4","3","50","50","50","NA","NA","NA","3.0","4.0","3.5","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","OF1Z9R"
"106","106","10270ce3ae7758dd","2018-08-02 08:04:19.909875","20","f","3","1","1","6","5","4","4","5","2","2","1","5","80","20","NA","NA","NA","4.75","2.5","3.63","0.05","0.1","0.8","0.5","0.2","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","I6Q1R0"
"107","107","c2bf624d53d9dfd0","2018-08-02 08:09:46.824895","21","f","3","3","3","6","6","6","6","6","6","6","1","80","50","50","NA","NA","NA","6.0","4.75","5.38","0.8","0.1","0.5","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","GN2R6W"
"108","108","","2018-08-02 08:52:25.390806","31","f","3","3","1","2","2","2","2","4","4","3","3","11","15","27","NA","NA","NA","2.0","3.5","2.75","0.11","0.1","0.15","0.5","0.27","0.27","0.171","0.34","probability","2","0","0.298482806650101","34","NA","1E87YR"
"109","109","07f8b759d84f12be","2018-08-02 09:06:46.304573","23","m","3","3","2","3","2","1","1","5","2","5","3","10","15","1","NA","NA","NA","1.75","3.75","2.75","0.1","0.1","0.15","0.5","0.01","0.27","0.171","0.4","probability","2","0","0.369063880935808","40","NA","9BGFDD"
"110","110","7d085d8285a25526","2018-08-02 09:28:52.233270","30","f","3","2","1","3","3","2","4","3","3","4","3","27","85","20","NA","NA","NA","3.0","3.25","3.13","0.27","0.1","0.85","0.5","0.2","0.27","0.171","0.27","probability","2","0","0.198367653766833","27","NA","YSWJYT"
"111","111","","2018-08-02 09:47:17.407192","30","f","3","3","2","5","4","3","3","4","3","4","2","8","21","45","NA","NA","NA","3.75","3.25","3.5","0.08","0.1","0.21","0.5","0.45","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","2U1Q8I"
"112","111","82a18bc8ee16b9e6","2018-08-02 09:49:05.826785","52","f","3","3","1","4","4","5","5","6","1","1","1","27","27","27","NA","NA","NA","4.5","2.25","3.38","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.02","probability","2","0","0.931966114728173","2","NA","ADADA6"
"113","113","","2018-08-02 10:05:54.334112","27","f","2","4","3","5","6","5","6","5","6","5","1","45","34","25","NA","NA","NA","5.5","4.25","4.88","0.45","0.1","0.34","0.5","0.25","0.27","0.171","0.55","probability","2","0","0.50736657910209","55","NA","IIK1LQ"
"114","114","9ec91bcdd7b6278b","2018-08-02 11:23:50.692472","69","m","4","1","1","1","2","2","2","5","3","3","4","5","5","5","NA","NA","NA","1.75","3.75","2.75","0.05","0.1","0.05","0.5","0.05","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","2LLH85"
"115","115","","2018-08-02 11:56:24.240136","22","m","2","3","1","5","5","5","5","5","6","1","1","5","90","80","NA","NA","NA","5.0","3.25","4.13","0.05","0.1","0.9","0.5","0.8","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","WRX9TV"
"116","116","","2018-08-02 12:13:07.660761","27","f","4","3","2","6","6","6","6","6","5","6","1","10","100","40","NA","NA","NA","6.0","4.5","5.25","0.1","0.1","1.0","0.5","0.4","0.27","0.171","0.14","probability","2","0","0.0868680747139158","14","NA","6MF91K"
"117","117","","2018-08-02 13:02:19.739337","40","f","2","2","2","2","2","2","2","3","3","2","4","10","95","5","NA","NA","NA","2.0","3.0","2.5","0.1","0.1","0.95","0.5","0.05","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","1JOYHJ"
"118","118","","2018-08-02 13:08:23.979876","56","f","2","4","3","5","5","6","6","5","5","5","1","10","10","27","NA","NA","NA","5.5","4.0","4.75","0.1","0.1","0.1","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","QRKQAY"
"119","119","","2018-08-02 13:32:21.637101","26","f","3","4","2","4","4","3","5","6","5","4","1","10","70","70","NA","NA","NA","4.0","4.0","4.0","0.1","0.1","0.7","0.5","0.7","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","PCLEGE"
"120","120","","2018-08-02 13:47:17.811360","39","f","3","2","2","1","1","6","6","5","6","1","1","15","99","1","NA","NA","NA","3.5","3.25","3.38","0.15","0.1","0.99","0.5","0.01","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","9JCQ4R"
"121","121","","2018-08-02 13:57:57.384878","25","m","3","3","3","6","5","4","5","5","4","5","2","11","8","20","NA","NA","NA","5.0","4.0","4.5","0.11","0.1","0.08","0.5","0.2","0.27","0.171","0.2","probability","2","0","0.0680338852718273","20","NA","0VVXWB"
"122","122","","2018-08-02 14:34:37.979204","25","f","4","3","2","2","5","3","3","6","1","1","1","14","27","15","NA","NA","NA","3.25","2.25","2.75","0.14","0.1","0.27","0.5","0.15","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","MRA8BV"
"123","123","","2018-08-02 15:00:19.337271","21","m","3","4","4","5","4","3","5","4","5","5","2","9","8","5","NA","NA","NA","4.25","4.0","4.13","0.09","0.1","0.08","0.5","0.05","0.27","0.171","0.3","probability","2","0","0.244125144327509","30","NA","FS15W4"
"124","124","","2018-08-02 15:09:19.415168","28","m","3","3","3","3","5","5","5","5","6","1","2","27","100","100","NA","NA","NA","4.5","3.5","4.0","0.27","0.1","1.0","0.5","1.0","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","L5P5RF"
"125","125","","2018-08-02 15:23:18.081064","32","f","2","5","1","3","3","5","2","6","1","3","3","10","80","60","NA","NA","NA","3.25","3.25","3.25","0.1","0.1","0.8","0.5","0.6","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","8F34GU"
"126","125","","2018-08-02 15:24:17.277001","25","m","3","3","2","5","5","6","6","5","2","1","3","1","100","75","NA","NA","NA","5.5","2.75","4.13","0.01","0.1","1.0","0.5","0.75","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","85MR5K"
"127","125","","2018-08-02 15:25:27.120862","22","f","3","1","1","5","5","6","6","6","6","1","1","10","90","20","NA","NA","NA","5.5","3.5","4.5","0.1","0.1","0.9","0.5","0.2","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","IZ8KF1"
"128","128","","2018-08-02 15:42:48.948020","39","f","2","2","2","1","1","1","1","3","6","1","3","27","27","27","NA","NA","NA","1.0","3.25","2.13","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","TZIRQZ"
"129","129","","2018-08-02 16:12:49.755898","36","f","3","3","2","5","5","4","5","2","2","2","1","6","20","10","NA","NA","NA","4.75","1.75","3.25","0.06","0.1","0.2","0.5","0.1","0.27","0.171","0.27","probability","2","0","0.198367653766833","27","NA","7P35FN"
"130","130","null","2018-08-02 16:20:52.031548","29","f","3","2","1","2","1","1","1","3","6","1","2","15","20","40","NA","NA","NA","1.25","3.0","2.13","0.15","0.1","0.2","0.5","0.4","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","3BKP60"
"131","130","","2018-08-02 16:22:27.250119","18","f","2","3","2","5","5","4","4","5","5","1","2","30","090","40","NA","NA","NA","4.5","3.25","3.88","0.3","0.1","0.9","0.5","0.4","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","T30ER5"
"132","130","","2018-08-02 16:22:59.283000","28","f","2","3","4","3","5","2","2","6","4","3","2","50","50","50","NA","NA","NA","3.0","3.75","3.38","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","S9JOOY"
"133","133","9d532e664ba5a144","2018-08-02 16:31:34.167494","55","f","2","1","2","3","3","5","5","1","1","6","3","5","2","25","NA","NA","NA","4.0","2.75","3.38","0.05","0.1","0.02","0.5","0.25","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","Y38GXK"
"134","134","","2018-08-02 16:53:33.894049","29","f","3","2","1","4","4","5","6","5","4","5","1","29","29","27","NA","NA","NA","4.75","3.75","4.25","0.29","0.1","0.29","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","8YSBAF"
"135","135","d0409bdf7ef1b911","2018-08-02 17:17:51.127244","32","f","3","4","3","1","1","2","1","3","4","2","1","27","90","10","NA","NA","NA","1.25","2.5","1.88","0.27","0.1","0.9","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","SZ09V3"
"136","136","","2018-08-02 17:21:56.620687","32","f","3","3","2","3","3","2","3","4","2","2","3","30","100","70","NA","NA","NA","2.75","2.75","2.75","0.3","0.1","1.0","0.5","0.7","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","LLW2TC"
"137","137","","2018-08-02 17:26:08.835203","40","f","2","2","2","5","5","6","6","5","6","5","1","1","1","35","NA","NA","NA","5.5","4.25","4.88","0.01","0.1","0.01","0.5","0.35","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","8GG769"
"138","138","","2018-08-02 17:29:34.525306","66","f","2","3","3","2","4","1","1","1","3","2","3","10","30","25","NA","NA","NA","2.0","2.25","2.13","0.1","0.1","0.3","0.5","0.25","0.27","0.171","0.35","probability","2","0","0.311071933958122","35","NA","GHLSPY"
"139","139","","2018-08-02 17:46:11.872435","35","f","3","2","2","5","5","5","5","5","5","4","2","25","15","10","NA","NA","NA","5.0","4.0","4.5","0.25","0.1","0.15","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","U42D1G"
"140","140","f5171d4983af829e","2018-08-02 17:55:28.304926","22","m","3","3","1","5","5","5","5","4","5","2","2","10","73","16","NA","NA","NA","5.0","3.25","4.13","0.1","0.1","0.73","0.5","0.16","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","H1E2YY"
"141","141","","2018-08-02 18:14:32.520884","25","m","3","1","1","5","5","6","5","5","5","5","2","27","0","0","NA","NA","NA","5.25","4.25","4.75","0.27","0.1","0.0","0.5","0.0","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","ERXC5G"
"142","142","","2018-08-02 18:48:11.031922","32","m","2","3","1","4","6","6","6","5","6","5","1","17","10","10","NA","NA","NA","5.5","4.25","4.88","0.17","0.1","0.1","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","F8OOS0"
"143","143","","2018-08-02 18:53:34.314006","50","f","4","4","1","5","5","6","6","6","2","2","1","40","20","80","NA","NA","NA","5.5","2.75","4.13","0.4","0.1","0.2","0.5","0.8","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","WYRF81"
"144","144","","2018-08-02 19:25:56.400319","36","f","2","5","1","4","6","6","6","6","5","4","1","50","50","50","NA","NA","NA","5.5","4.0","4.75","0.5","0.1","0.5","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","I3IR16"
"145","145","","2018-08-02 19:34:03.297136","42","m","1","1","1","3","3","3","3","4","1","1","4","20","10","10","NA","NA","NA","3.0","2.5","2.75","0.2","0.1","0.1","0.5","0.1","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","TDN23U"
"146","146","null","2018-08-02 20:35:59.834796","38","m","3","3","1","5","5","6","6","6","5","2","2","50","100","50","NA","NA","NA","5.5","3.75","4.63","0.5","0.1","1.0","0.5","0.5","0.27","0.171","0.6","probability","2","0","0.54515513999149","60","NA","8XKTT5"
"147","147","","2018-08-02 20:47:30.507788","26","f","3","3","1","1","1","1","1","4","3","3","3","30","80","27","NA","NA","NA","1.0","3.25","2.13","0.3","0.1","0.8","0.5","0.27","0.27","0.171","0.4","probability","2","0","0.369063880935808","40","NA","RE1378"
"148","148","","2018-08-02 21:30:50.266863","52","f","3","3","3","3","3","5","4","5","6","1","2","27","27","27","NA","NA","NA","3.75","3.5","3.63","0.27","0.1","0.27","0.5","0.27","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","VYA20D"
"149","149","","2018-08-02 22:06:55.508766","27","m","3","3","2","3","4","4","5","5","2","2","2","2","25","75","NA","NA","NA","4.0","2.75","3.38","0.02","0.1","0.25","0.5","0.75","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","KG9RDF"
"150","150","2b67e6e0d5a15d20","2018-08-02 22:22:00.822872","38","f","3","4","1","5","5","5","5","5","2","5","3","6","81","25","NA","NA","NA","5.0","3.75","4.38","0.06","0.1","0.81","0.5","0.25","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","AZPOOZ"
"151","151","","2018-08-02 22:47:12.859794","23","f","2","3","2","4","4","4","4","6","1","6","3","15","18","20","NA","NA","NA","4.0","4.0","4.0","0.15","0.1","0.18","0.5","0.2","0.27","0.171","0.25","probability","2","0","0.164943898279884","25","NA","SWXUFY"
"152","152","","2018-08-03 01:15:14.760141","34","m","4","5","3","6","6","6","6","6","6","1","1","7","90","90","NA","NA","NA","6.0","3.5","4.75","0.07","0.1","0.9","0.5","0.9","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","JLU32C"
"153","153","","2018-08-03 01:56:06.517759","28","m","3","2","2","4","4","5","5","5","5","2","1","30","85","27","NA","NA","NA","4.5","3.25","3.88","0.3","0.1","0.85","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","EWF1X1"
"154","154","null","2018-08-03 02:53:13.650736","57","f","2","2","1","2","2","3","4","3","4","4","3","15","15","35","NA","NA","NA","2.75","3.5","3.13","0.15","0.1","0.15","0.5","0.35","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","M0SVX4"
"155","155","","2018-08-03 03:18:31.603957","25","f","4","3","1","3","2","4","5","5","6","1","1","1","95","20","NA","NA","NA","3.5","3.25","3.38","0.01","0.1","0.95","0.5","0.2","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","EWMG6S"
"156","156","","2018-08-03 03:31:55.627796","26","m","2","5","5","6","6","5","6","5","6","5","1","85","90","95","NA","NA","NA","5.75","4.25","5.0","0.85","0.1","0.9","0.5","0.95","0.27","0.171","1.0","probability","2","0","0.767003889607846","100","NA","DYUQMD"
"157","156","","2018-08-03 03:33:47.071592","33","f","3","2","2","2","3","3","3","5","4","1","3","73","65","27","NA","NA","NA","2.75","3.25","3.0","0.73","0.1","0.65","0.5","0.27","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","UKSMYE"
"158","158","null","2018-08-03 03:46:20.138343","27","f","4","2","2","4","5","5","5","6","5","4","2","2","95","95","NA","NA","NA","4.75","4.25","4.5","0.02","0.1","0.95","0.5","0.95","0.27","0.171","0.17","probability","2","1","0.00254718901387993","17","NA","NSOR7D"
"159","159","null","2018-08-03 03:50:03.794598","25","f","3","3","2","5","4","5","5","5","4","5","2","15","10","20","NA","NA","NA","4.75","4.0","4.38","0.15","0.1","0.1","0.5","0.2","0.27","0.171","0.27","probability","2","0","0.198367653766833","27","NA","WCMBWG"
"160","159","9c3c04d3e06d3c0f","2018-08-03 03:52:42.094263","36","f","3","2","1","6","6","6","6","5","5","5","2","5","95","10","NA","NA","NA","6.0","4.25","5.13","0.05","0.1","0.95","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","1IWSUI"
"161","159","","2018-08-03 03:53:38.108019","56","f","4","5","3","5","5","6","6","6","6","1","1","1","1","99","NA","NA","NA","5.5","3.5","4.5","0.01","0.1","0.01","0.5","0.99","0.27","0.171","0.27","probability","2","0","0.198367653766833","27","NA","ZIS1LX"
"162","158","","2018-08-03 04:03:06.287801","29","f","4","2","1","5","5","4","4","4","4","4","3","10","90","50","NA","NA","NA","4.5","3.75","4.13","0.1","0.1","0.9","0.5","0.5","0.27","0.171","0.1","probability","2","0","0.232996110392154","10","NA","M6S91J"
"163","163","null","2018-08-03 04:30:19.292409","25","f","2","3","1","3","3","3","3","4","1","6","4","50","20","20","NA","NA","NA","3.0","3.75","3.38","0.5","0.1","0.2","0.5","0.2","0.27","0.171","0.23","probability","2","0","0.128731725625439","23","NA","7ZZLFU"
"164","164","","2018-08-03 04:45:54.990674","33","f","4","2","1","6","6","6","6","6","4","2","1","1","99","2","NA","NA","NA","6.0","3.25","4.63","0.01","0.1","0.99","0.5","0.02","0.27","0.171","0.17","probability","2","1","0.00254718901387993","17","NA","C2YVNB"
"165","165","","2018-08-03 05:15:12.764689","24","f","3","4","1","2","1","2","2","5","1","5","3","4","10","90","NA","NA","NA","1.75","3.5","2.63","0.04","0.1","0.1","0.5","0.9","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","0S0NX5"
"166","166","","2018-08-03 05:48:41.900932","44","f","3","2","2","2","3","3","3","3","5","1","1","2","10","50","NA","NA","NA","2.75","2.5","2.63","0.02","0.1","0.1","0.5","0.5","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","6MIA7I"
"167","167","","2018-08-03 07:01:10.346527","23","m","4","4","3","4","3","4","5","2","5","2","2","50","68","45","NA","NA","NA","4.0","2.75","3.38","0.5","0.1","0.68","0.5","0.45","0.27","0.171","0.56","probability","2","0","0.515191916614047","56","NA","576O25"
"168","168","555cc6648845af3c","2018-08-03 07:33:22.417523","45","f","2","3","2","1","4","3","6","1","6","6","2","25","25","29","NA","NA","NA","3.5","3.75","3.63","0.25","0.1","0.25","0.5","0.29","0.27","0.171","0.29","probability","2","0","0.229401887506802","29","NA","ZQI5G0"
"169","169","","2018-08-03 08:01:53.153881","22","m","4","2","2","1","4","4","4","3","2","2","2","5","24","71","NA","NA","NA","3.25","2.25","2.75","0.05","0.1","0.24","0.5","0.71","0.27","0.171","0.05","probability","2","0","0.534026106056135","5","NA","KEKCDE"
"170","169","1aca18c8b23a7d30","2018-08-03 08:03:36.401844","48","f","2","2","1","5","5","6","6","5","6","1","2","2","90","10","NA","NA","NA","5.5","3.5","4.5","0.02","0.1","0.9","0.5","0.1","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","LBK1HC"
"171","171","","2018-08-03 10:08:40.641294","40","m","3","2","1","4","3","3","4","3","2","3","2","3","5","30","NA","NA","NA","3.5","2.5","3.0","0.03","0.1","0.05","0.5","0.3","0.27","0.171","0.5","probability","2","0","0.465973893943865","50","NA","F4JRVR"
"172","172","bb9a98990004465c","2018-08-03 11:19:10.910146","28","m","2","2","1","1","1","6","6","6","1","6","6","5","1","4","NA","NA","NA","3.5","4.75","4.13","0.05","0.1","0.01","0.5","0.04","0.27","0.171","0.01","probability","2","0","1.23299611039215","1","NA","O2L82X"
