"id","PID","ucivit_id","date/time","age","gender","education","alarm","fire","fractions","percent","tip","shirt","newspaper","prob1","prob2","howoften","input1","input2","input3","input4","input5","input6","sub_n1","sub_n2","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","correct_answer","given_answer","numerical_format","condition","correctness","bias_error","answer1","answer2","amazon_codex"
"102","102","null","2018-07-30 11:30:35.867008","28","m","2","3","1","1","1","6","6","1","1","6","6","1","1000","1","1000","10","1000","3.5","3.5","3.5","0.001","0.1","0.001","0.5","0.01","0.27","0.171","0.01","frequency","1","0","1.23299611039215","10","1000","14804H"
"103","103","","2018-07-30 12:57:41.532685","25","f","2","4","5","5","6","6","6","6","6","6","1","1","2","3","4","5","6","5.75","4.75","5.25","0.5","0.1","0.75","0.5","0.833","0.27","0.171","0.5","frequency","1","0","0.465973893943865","1","2","T6RLNB"
"104","104","null","2018-07-30 12:59:42.030944","21","f","4","4","3","4","5","4","5","4","4","4","1","1","1","3","4","5","6","4.5","3.25","3.88","1.0","0.1","0.75","0.5","0.833","0.27","0.171","0.37","frequency","1","0","0.335205613674841","243","657","ERG3JQ"
"105","105","","2018-07-30 13:03:51.120075","25","f","3","3","4","4","5","4","5","3","5","3","1","10","11","11","11","14","15","4.5","3.0","3.75","0.909","0.1","1.0","0.5","0.933","0.27","0.171","1.0","frequency","1","0","0.767003889607846","10","10","QNF5O3"
"106","106","","2018-07-30 14:10:59.821133","33","f","4","2","2","3","4","4","5","6","4","5","2","1","100","1","10","1","10","4.0","4.25","4.13","0.01","0.1","0.1","0.5","0.1","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","9XRVP0"
"107","107","8817c0b08a300ab7","2018-07-30 14:29:00.705497","25","f","4","3","4","2","3","4","5","6","5","4","4","4","6","4","8","9","10","3.5","4.75","4.13","0.667","0.1","0.5","0.5","0.9","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","8YFDB8"
"108","108","","2018-07-30 15:44:09.544124","28","m","3","3","2","5","5","4","5","5","2","2","2","10","100","30","100","40","100","4.75","2.75","3.75","0.1","0.1","0.3","0.5","0.4","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","PK9P9J"
"109","109","","2018-07-30 17:14:05.796755","33","f","3","4","2","5","3","4","5","3","5","6","3","50","1000","1000","1000","100","1000","4.25","4.25","4.25","0.05","0.1","1.0","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","G8B79J"
"110","109","","2018-07-30 17:17:16.037792","32","f","2","2","2","4","4","6","6","4","6","1","2","25","100","23","100","80","100","5.0","3.25","4.13","0.25","0.1","0.23","0.5","0.8","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","TH0A9A"
"111","111","","2018-07-30 18:05:44.073781","25","f","2","3","2","4","4","3","3","5","6","1","2","1","10","1","5","4","5","3.5","3.5","3.5","0.1","0.1","0.2","0.5","0.8","0.27","0.171","0.05","frequency","1","0","0.534026106056135","5","100","J3H1QP"
"112","112","","2018-07-30 19:06:07.780160","40","f","3","2","1","3","3","6","6","6","6","1","2","1","10000","2","10000","1","2","4.5","3.75","4.13","0.0","0.1","0.0","0.5","0.5","0.27","0.171","0.11","frequency","1","0","0.191603425233929","1","9","PDGBRB"
"113","112","","2018-07-30 19:06:57.344930","31","f","3","3","3","5","5","5","5","6","5","1","1","3","200","90","100","30","100","5.0","3.25","4.13","0.015","0.1","0.9","0.5","0.3","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","UCA8IE"
"114","112","","2018-07-30 19:09:44.455749","27","f","3","2","1","5","5","5","6","5","5","2","1","1","500","98","100","1","15","5.25","3.25","4.25","0.002","0.1","0.98","0.5","0.067","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","C4M7XX"
"115","115","","2018-07-30 19:26:00.876432","28","m","4","3","2","4","4","4","4","4","6","6","1","1","10","10","10","10","10","4.0","4.25","4.13","0.1","0.1","1.0","0.5","1.0","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","94Q760"
"116","115","","2018-07-30 19:28:36.726109","20","f","3","2","2","6","6","6","6","5","5","6","2","1","15","1","85","1","10","6.0","4.5","5.25","0.067","0.1","0.012","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","1","20","DOARRI"
"117","117","","2018-07-30 19:54:39.999392","38","f","3","2","1","3","3","4","4","5","5","1","2","1","1000","5","1000","1","500","3.5","3.25","3.38","0.001","0.1","0.005","0.5","0.002","0.27","0.171","0.04","frequency","1","0","0.630936119064191","1","25","HZWQ7E"
"118","118","","2018-07-30 20:33:09.205918","66","f","2","2","1","5","5","5","5","4","6","6","3","9","10","7","10","7","10","5.0","4.75","4.88","0.9","0.1","0.7","0.5","0.7","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","O2F7DM"
"119","119","","2018-07-30 21:31:33.854576","40","m","4","3","1","4","4","4","5","5","6","2","1","10","100","15","100","20","100","4.25","3.5","3.88","0.1","0.1","0.15","0.5","0.2","0.27","0.171","0.01","frequency","1","0","1.23299611039215","1","100","HNN16Y"
"120","120","","2018-07-30 22:18:38.723203","23","f","3","3","3","3","3","3","6","4","6","1","2","1","100","1","20","1","1000","3.75","3.25","3.5","0.01","0.1","0.05","0.5","0.001","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","0343ZZ"
"121","121","","2018-07-30 23:51:46.962296","52","f","2","3","2","4","4","5","5","5","6","1","1","1","100","1","20","1","10","4.5","3.25","3.88","0.01","0.1","0.05","0.5","0.1","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","MBDP14"
"122","121","","2018-07-30 23:52:22.915699","35","f","2","2","1","3","4","3","4","6","3","4","3","50","100","90","100","30","100","3.5","4.0","3.75","0.5","0.1","0.9","0.5","0.3","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","48VVVY"
"123","123","","2018-07-31 01:30:55.350569","18","m","3","3","1","6","6","5","6","4","6","5","1","1","100","5","6","1","25","5.75","4.0","4.88","0.01","0.1","0.833","0.5","0.04","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","VPW1NC"
"124","124","ae7d9d70a83cdd7e","2018-07-31 03:13:28.061156","29","m","3","3","3","6","6","6","6","6","6","6","1","1","100","1","1000","1","50","6.0","4.75","5.38","0.01","0.1","0.001","0.5","0.02","0.27","0.171","0.0","frequency","1","0","0.0","1","243","JA3GB1"
"125","125","null","2018-07-31 03:32:41.581541","32","f","3","3","3","1","1","1","1","5","5","5","1","27","100","90","100","10","100","1.0","4.0","2.5","0.27","0.1","0.9","0.5","0.1","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","AAEFQS"
"126","126","","2018-07-31 03:48:09.806901","35","m","3","3","3","5","5","4","4","5","5","2","1","20","100","40","100","30","100","4.5","3.25","3.88","0.2","0.1","0.4","0.5","0.3","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","LMHM7M"
"127","127","","2018-07-31 05:08:51.989407","37","m","2","3","1","2","5","6","6","5","5","1","1","10","100","10","100","30","100","4.75","3.0","3.88","0.1","0.1","0.1","0.5","0.3","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","L574FM"
"128","128","","2018-07-31 05:29:17.829449","22","f","3","5","4","4","4","5","4","4","5","4","3","3","5","2","5","4","5","4.25","4.0","4.13","0.6","0.1","0.4","0.5","0.8","0.27","0.171","0.5","frequency","1","0","0.465973893943865","5","10","SARSEE"
"129","129","","2018-07-31 06:16:20.807643","34","f","3","4","1","6","6","6","6","6","3","2","1","1","5000","9","10","4","13","6.0","3.0","4.5","0.0","0.1","0.9","0.5","0.308","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","VPRLAF"
"130","130","","2018-07-31 08:13:27.000098","33","m","3","2","4","6","5","6","5","5","5","2","2","27","100","10","100","29","100","5.5","3.5","4.5","0.27","0.1","0.1","0.5","0.29","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","4FL5M7"
"131","131","72714a304bff317f","2018-07-31 08:59:46.840883","23","f","3","3","2","3","5","5","5","3","3","4","2","1","100","8","10","5","10","4.5","3.0","3.75","0.01","0.1","0.8","0.5","0.5","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","AA1ERZ"
"132","132","5c8f78913518a011","2018-07-31 10:46:47.597973","25","f","3","4","5","4","5","5","6","5","5","6","2","8","10","7","10","8","10","5.0","4.5","4.75","0.8","0.1","0.7","0.5","0.8","0.27","0.171","0.8","frequency","1","0","0.67009387659979","8","10","C9V6LF"
"133","133","becc0b26ccad33a7","2018-07-31 10:48:03.226455","25","f","3","5","2","5","5","6","6","6","6","5","1","5","10","6","10","7","10","5.5","4.5","5.0","0.5","0.1","0.6","0.5","0.7","0.27","0.171","0.5","frequency","1","0","0.465973893943865","5","10","64IHR4"
"134","134","","2018-07-31 12:04:27.861819","38","f","4","1","1","5","5","5","5","5","3","4","2","3","10","5","10","2","10","5.0","3.5","4.25","0.3","0.1","0.5","0.5","0.2","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","EWKV0O"
"135","135","null","2018-07-31 12:38:35.886638","23","f","3","2","1","3","5","4","5","5","3","4","1","7","10","3","10","8","10","4.25","3.25","3.75","0.7","0.1","0.3","0.5","0.8","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","7QF92A"
"136","136","","2018-07-31 13:39:46.568545","54","f","4","1","3","6","6","6","5","6","6","6","2","3","100","25","400","99","798","5.75","5.0","5.38","0.03","0.1","0.063","0.5","0.124","0.27","0.171","0.29","frequency","1","0","0.229401887506802","293","1000","D1H8RP"
"137","137","242bd4bd096f7319","2018-07-31 14:23:52.306286","25","m","3","3","3","3","5","4","3","5","4","3","2","2","3","4","7","3","4","3.75","3.5","3.63","0.667","0.1","0.571","0.5","0.75","0.27","0.171","0.25","frequency","1","0","0.164943898279884","250","1000","MMFP1O"
"138","137","","2018-07-31 14:24:25.315082","27","m","4","1","1","2","4","1","4","6","5","3","3","4","8","4","5","5","6","2.75","4.25","3.5","0.5","0.1","0.8","0.5","0.833","0.27","0.171","0.8","frequency","1","0","0.67009387659979","8","10","IEHRVU"
"139","139","","2018-07-31 14:41:04.948136","40","f","3","4","4","4","4","5","5","3","4","4","2","2","100","75","100","75","100","4.5","3.25","3.88","0.02","0.1","0.75","0.5","0.75","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","N6WT9U"
"140","139","","2018-07-31 14:47:02.719413","46","m","3","3","1","4","4","5","5","6","5","2","2","1","250","3","100","5","100","4.5","3.75","4.13","0.004","0.1","0.03","0.5","0.05","0.27","0.171","0.05","frequency","1","0","0.534026106056135","5","100","JGVMQU"
"141","141","","2018-07-31 15:01:38.817487","29","m","3","2","2","6","6","6","6","4","6","1","1","1","1000","85","100","15","100","6.0","3.0","4.5","0.001","0.1","0.85","0.5","0.15","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","P7314G"
"142","142","","2018-07-31 17:25:51.888096","31","f","3","3","1","4","4","6","6","6","3","1","1","1","20","1","50","1","15","5.0","2.75","3.88","0.05","0.1","0.02","0.5","0.067","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","7DXVB1"
"143","143","","2018-07-31 17:59:18.362062","29","m","2","2","1","4","5","5","5","4","6","1","1","15","100","20","100","25","100","4.75","3.0","3.88","0.15","0.1","0.2","0.5","0.25","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","X8D9IL"
"144","144","","2018-07-31 18:12:30.774757","25","m","3","4","2","5","5","5","5","6","5","5","1","1","1000","1","1000","1","100","5.0","4.25","4.63","0.001","0.1","0.001","0.5","0.01","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","TUGZ37"
"145","145","null","2018-07-31 18:34:34.117403","20","m","2","3","1","6","4","3","5","5","6","1","1","10","100","1","100","99","100","4.5","3.25","3.88","0.1","0.1","0.01","0.5","0.99","0.27","0.171","0.29","frequency","1","0","0.229401887506802","293","1000","8X1HN8"
"146","146","","2018-07-31 18:54:52.086650","58","f","1","2","3","4","4","3","4","5","5","4","3","19","27","31","40","17","25","3.75","4.25","4.0","0.704","0.1","0.775","0.5","0.68","0.27","0.171","0.9","frequency","1","0","0.721246399047171","119","132","FSWDZP"
"147","147","","2018-07-31 19:24:06.856805","51","f","3","3","3","6","6","6","6","6","6","1","1","25","100","50","100","50","100","6.0","3.5","4.75","0.25","0.1","0.5","0.5","0.5","0.27","0.171","0.3","frequency","1","0","0.244125144327509","300","1000","31WE5B"
"148","148","null","2018-07-31 20:29:54.379699","45","f","3","3","3","3","5","2","6","5","3","5","1","10","100","25","100","80","100","4.0","3.5","3.75","0.1","0.1","0.25","0.5","0.8","0.27","0.171","0.01","frequency","1","0","1.23299611039215","11","1000","N74UK0"
"149","149","","2018-07-31 21:05:20.771730","35","f","2","3","3","2","2","2","3","4","4","5","2","2","100","85","100","25","100","2.25","3.75","3.0","0.02","0.1","0.85","0.5","0.25","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","KQTPLA"
"150","150","null","2018-07-31 21:13:15.156070","21","f","3","3","2","5","5","4","5","5","5","2","2","10","100","10","100","20","100","4.75","3.5","4.13","0.1","0.1","0.1","0.5","0.2","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","17","100","G7COHD"
"151","151","2d6d9f8153415382","2018-07-31 21:50:15.583155","44","m","4","2","1","1","1","4","2","3","3","5","4","1","10","3","10","8","10","2.0","3.75","2.88","0.1","0.1","0.3","0.5","0.8","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","GXF9MX"
"152","152","","2018-07-31 22:24:43.742358","30","f","3","2","1","4","4","5","5","5","5","2","2","1","1000","1","10","1","5","4.5","3.5","4.0","0.001","0.1","0.1","0.5","0.2","0.27","0.171","0.05","frequency","1","0","0.534026106056135","1","20","CX4D46"
"153","153","null","2018-07-31 22:57:11.661224","59","f","3","3","1","5","5","6","6","5","5","2","1","1","1000","98","100","5","100","5.5","3.25","4.38","0.001","0.1","0.98","0.5","0.05","0.27","0.171","0.17","frequency","1","1","0.00254718901387993","50","293","8XGX8M"
"154","154","null","2018-07-31 23:48:16.411153","30","m","2","5","1","4","5","6","6","6","1","1","1","15","100","35","100","90","100","5.25","2.25","3.75","0.15","0.1","0.35","0.5","0.9","0.27","0.171","0.5","frequency","1","0","0.465973893943865","50","100","59D5MY"
"155","155","null","2018-08-01 01:06:45.209296","26","f","3","4","2","3","3","4","4","5","5","3","1","3","1000","1","1000","30","1000","3.5","3.5","3.5","0.003","0.1","0.001","0.5","0.03","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","L5W8ZY"
"156","156","","2018-08-01 02:48:47.222173","22","f","3","3","2","5","5","6","6","3","6","1","1","1","500","1","400","1","400","5.5","2.75","4.13","0.002","0.1","0.003","0.5","0.003","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","ZCZ6PQ"
"157","157","","2018-08-01 03:30:58.187519","30","f","2","4","3","5","5","3","3","6","6","6","1","2","5","3","5","5","5","4.0","4.75","4.38","0.4","0.1","0.6","0.5","1.0","0.27","0.171","0.5","frequency","1","0","0.465973893943865","2","4","1KDHDZ"
"158","158","","2018-08-01 04:47:25.011129","28","f","2","3","2","3","2","2","3","6","5","3","1","1","100","10","100","90","100","2.5","3.75","3.13","0.01","0.1","0.1","0.5","0.9","0.27","0.171","0.25","frequency","1","0","0.164943898279884","25","100","XF5DG7"
"159","159","null","2018-08-01 05:38:36.645535","22","f","3","2","2","4","4","5","5","3","4","5","3","1","1000","1","10","1","8","4.5","3.75","4.13","0.001","0.1","0.1","0.5","0.125","0.27","0.171","0.1","frequency","1","0","0.232996110392154","1","10","2RIYQM"
"160","160","","2018-08-01 06:41:12.643213","46","f","3","4","2","1","5","6","6","4","6","6","1","27","100","27","100","73","100","4.5","4.25","4.38","0.27","0.1","0.27","0.5","0.73","0.27","0.171","0.1","frequency","1","0","0.232996110392154","100","1000","RMPHPZ"
"161","161","6b7ac9631412e997","2018-08-01 07:01:51.045101","20","m","2","4","2","5","5","6","6","6","6","1","1","1","100","95","100","15","100","5.5","3.5","4.5","0.01","0.1","0.95","0.5","0.15","0.27","0.171","0.05","frequency","1","0","0.534026106056135","50","1000","ROLQVL"
